y	X1	X2	pf1	pf2	IND_ID
3	-0.310183338612062	0.5	0.0681109465513888	0.246684522348772	a1
5	-0.310183338612062	0.5	0.203583801711918	0.739040373193664	a1
1	-0.310183338612062	0.5	-0.0348274065064524	-0.21784254772645	a1
0	-0.310183338612062	0.5	-0.123832170809665	-0.122766467786501	a1
4	-0.310183338612062	0.5	0.34777540330982	-0.642283485738008	a1
0	-0.310183338612062	0.5	0.5731141786079	-0.569840274663783	a1
1	-0.310183338612062	0.5	-1.20154810744594	0.649018241013449	a1
2	-0.310183338612062	0.5	0.28636977762292	-0.367309722690124	a1
1	-0.310183338612062	0.5	0.187362203389327	0.130831176550336	a1
3	-0.310183338612062	0.5	-0.212633860778038	-0.12783590597385	a1
2	-0.310183338612062	0.5	0.475506403788408	-0.162235569396386	a1
0	-0.310183338612062	0.5	-0.194618590859189	0.58100929224239	a1
3	-0.310183338612062	0.5	-0.142165330899787	0.155273867444374	a1
0	-0.310183338612062	0.5	0.428704889039902	0.568658824196345	a1
2	-0.310183338612062	0.5	0.859813649560301	0.312660403981712	a1
1	-0.310183338612062	0.5	0.135027450468614	-0.277429943365107	a1
1	-0.310183338612062	0.5	-0.21109200489382	-0.741837296305409	a1
2	-0.310183338612062	0.5	-0.594556647429793	-0.207850699965004	a1
0	-0.310183338612062	0.5	-0.165516489439505	-0.10464847783843	a1
3	-0.310183338612062	0.5	-0.469914663255011	0.346697882525327	a1
0	-0.310183338612062	0.5	-0.129466291559392	0.739710082456984	a1
1	-0.310183338612062	0.5	0.197189584110786	-0.416427917558354	a1
0	-0.310183338612062	0.5	-0.425928546011932	0.536240710622315	a1
2	-0.310183338612062	0.5	1.32458344054744	0.819916354813059	a1
1	-0.310183338612062	0.5	0.0780058378325394	-0.887860470410239	a1
1	-0.310183338612062	0.5	0.565103633727471	0.134821907122297	a1
2	-0.310183338612062	0.5	-1.14456198992005	-0.318797034892216	a1
1	-0.310183338612062	0.5	0.370500578597719	-0.092776638260228	a1
1	-0.310183338612062	0.5	-0.658122580225781	-0.0640867386258877	a1
0	-0.310183338612062	0.5	0.459901838804571	-0.545864222554951	a1
1	-0.310183338612062	0.5	0.199065077725978	-0.345945049327268	a1
3	-0.310183338612062	0.5	-0.203764289634886	0.255353953238712	a1
2	-0.310183338612062	0.5	0.662129315088636	0.0715953691313632	a1
0	-0.310183338612062	0.5	-0.35061583462346	-0.676473981502216	a1
0	-0.310183338612062	0.5	-0.290307152120268	-0.346752411249401	a1
1	-0.310183338612062	0.5	-0.500536090512709	0.347303695398936	a1
1	-0.310183338612062	0.5	-0.334089303376697	0.501742489695688	a1
1	-0.310183338612062	0.5	0.472592476686541	-1.15203881005566	a1
1	-0.310183338612062	0.5	0.216851074772581	0.144640555995621	a1
0	-0.310183338612062	0.5	0.502579608838522	0.333960250805416	a1
0	-0.310183338612062	0.5	-0.195059332026839	-0.770105610333227	a1
0	-0.310183338612062	0.5	0.188185145887324	0.255998877311236	a1
2	-0.310183338612062	0.5	0.122082462243247	-0.247149893666544	a1
0	-0.310183338612062	0.5	-0.713128671191269	-0.109931961022479	a1
1	-0.310183338612062	0.5	0.889214643737726	0.269849560089374	a1
1	-0.310183338612062	0.5	0.067223830466838	0.620446980893205	a1
1	-0.310183338612062	0.5	0.382799499578932	0.0968835303811941	a1
4	-0.310183338612062	0.5	0.477568338454491	0.560643093279962	a1
0	-0.310183338612062	0.5	-0.0252828507211351	0.412106455908115	a1
0	-0.310183338612062	0.5	-0.152907709883486	0.416872190244785	a1
5	-0.310183338612062	0.5	0.446836851212757	-0.173998985728364	a1
0	-0.310183338612062	0.5	-0.523649074530648	0.132095219287187	a1
0	-0.310183338612062	0.5	0.985668693112076	0.432311929947317	a1
0	-0.310183338612062	0.5	-0.191816053144181	1.10144821009567	a1
1	-0.310183338612062	0.5	0.827072651137495	-0.731167145621537	a1
0	-0.310183338612062	0.5	0.756106346975315	0.206435370243359	a1
4	-0.310183338612062	0.5	0.041482866792957	-0.355340639727126	a1
1	-0.310183338612062	0.5	0.28361045742575	-0.611815471078896	a1
0	-0.310183338612062	0.5	-0.51227423976723	-0.155364507400235	a1
0	-0.310183338612062	0.5	0.161503251511218	0.561352169697952	a1
3	-0.310183338612062	0.5	0.521806229178091	0.536502531020576	a1
0	-0.310183338612062	0.5	0.0495392434485991	0.426466019938008	a1
3	-0.310183338612062	0.5	-0.22706845457718	-0.13950155172721	a1
1	-0.310183338612062	0.5	-0.32789092622522	-0.605751519808055	a1
1	-0.310183338612062	0.5	-0.0179612113112557	0.509471162823128	a1
0	-0.310183338612062	0.5	0.534580730338398	0.270770574161528	a1
1	-0.310183338612062	0.5	-0.241987465150638	0.0585849831613035	a1
0	-0.310183338612062	0.5	-0.0605050556637219	0.714634916235315	a1
1	-0.310183338612062	0.5	-0.64707000191042	0.14349580290519	a1
0	-0.310183338612062	0.5	0.247156418007428	-0.98070884782243	a1
1	-0.310183338612062	0.5	0.653950760057073	-0.55000464099118	a1
1	-0.310183338612062	0.5	0.748520504701392	-0.333309970328793	a1
1	-0.310183338612062	0.5	0.407351365448678	-0.230287674238916	a1
0	-0.310183338612062	0.5	-0.934894395101306	-0.319738643169123	a1
2	-0.310183338612062	0.5	0.24101475206188	-0.533586417297643	a1
1	-0.310183338612062	0.5	0.228067801650601	1.43554203919615	a1
0	-0.310183338612062	0.5	-0.176700142914956	-0.289855991230335	a1
1	-0.310183338612062	0.5	0.085244735473991	-0.406541134059835	a1
1	-0.310183338612062	0.5	-0.432017977063452	-0.360631699035503	a1
0	-0.310183338612062	0.5	0.339615387007828	0.0903672065714687	a1
2	-0.310183338612062	0.5	-0.163550507326552	-0.658885416568018	a1
1	-0.310183338612062	0.5	-0.784541092571976	0.45456606975105	a1
0	-0.310183338612062	0.5	-0.183725378085241	0.118851669084706	a1
2	-0.310183338612062	0.5	0.682217464534924	0.567210457275709	a1
1	-0.310183338612062	0.5	-0.167140682365582	-0.367406876641549	a1
0	-0.310183338612062	0.5	0.366375021104551	0.766130485361326	a1
1	-0.310183338612062	0.5	0.473292820098893	1.0919438309684	a1
1	-0.310183338612062	0.5	0.00219935216318701	0.24887492267197	a1
3	-0.310183338612062	0.5	-0.176161152774924	0.399976902911429	a1
0	-0.310183338612062	0.5	-0.264847754566752	-0.235656864205087	a1
1	-0.310183338612062	0.5	0.369794612787398	0.469765814856762	a1
0	-0.310183338612062	0.5	-0.531728707741406	-0.782512406876379	a1
0	-0.310183338612062	0.5	0.1231054217682	0.75035728821353	a1
0	-0.310183338612062	0.5	-0.144749683282156	0.483634640364229	a1
0	-0.310183338612062	0.5	-1.13244467824397	-0.586214388705545	a1
1	-0.310183338612062	0.5	-0.704425228036597	-0.112233953305107	a1
0	-0.310183338612062	0.5	0.458009664396287	0.0314376432711457	a1
0	-0.310183338612062	0.5	-0.0956394752675998	0.659891230268036	a1
0	-0.310183338612062	0.5	0.401641608066824	0.179955761214883	a1
0	-0.310183338612062	0.5	0.943737231654302	-0.956128427200416	a1
0	0.0210579365721176	0	0.736940590554569	-0.118155440921759	a2
1	0.0210579365721176	0	0.338634246156499	0.361451138742997	a2
1	0.0210579365721176	0	0.189981343283372	-0.0886957155731396	a2
1	0.0210579365721176	0	-0.096399213228667	1.31363117649832	a2
3	0.0210579365721176	0	0.7889458974522	-0.172667164150315	a2
1	0.0210579365721176	0	0.298117054659227	-0.51284237339197	a2
1	0.0210579365721176	0	-0.58678847043568	0.0635396526388078	a2
0	0.0210579365721176	0	-0.0778212674451591	-0.103704574633222	a2
1	0.0210579365721176	0	-0.95945491013492	-0.468714999079664	a2
0	0.0210579365721176	0	-0.0976294230553183	0.34623402726317	a2
1	0.0210579365721176	0	-1.29616383497299	-0.384277766282602	a2
0	0.0210579365721176	0	0.657001083599027	0.485660922335492	a2
1	0.0210579365721176	0	-0.317771500516068	0.753191574390806	a2
4	0.0210579365721176	0	-0.214989419347094	-0.30327226215595	a2
0	0.0210579365721176	0	-0.0846591661509815	-0.0495555340778077	a2
1	0.0210579365721176	0	0.306109086994564	0.439854614379352	a2
0	0.0210579365721176	0	0.33917008861135	-0.196127652759693	a2
1	0.0210579365721176	0	0.283975986235836	-0.667121919593587	a2
2	0.0210579365721176	0	-0.286271301963063	-0.873227306901899	a2
1	0.0210579365721176	0	-0.68164562813917	0.692771910133755	a2
0	0.0210579365721176	0	-0.19436112216895	0.150103849458916	a2
2	0.0210579365721176	0	0.138957066225271	-0.0357428017000625	a2
1	0.0210579365721176	0	-0.411540560786012	0.470698349736434	a2
1	0.0210579365721176	0	-0.0344204672392323	0.0998152105505749	a2
